display_name,unit_price,unit_size,size_format
Porciones de merluza del Cabo,8.38,0.35,kg
Bacalao a rodajas,22.45,2.05,kg
Bacalao media pieza a rodajas,12.26,1.12,kg
Bacalao abierto en libro sin cabeza y sin espina,22.45,2.05,kg
Bacalao media pieza abierto en libro sin cabeza y sin espina,12.26,1.12,kg
Bacalao al punto de sal descongelado,8.08,0.45,kg
Hoja de bacalao,14.72,0.8,kg
Corvina limpia con cabeza,14.13,1.29,kg
Corvina abierta a la espalda con espinas y con cabeza,14.13,1.29,kg
Corvina a filetes,14.13,1.29,kg
Sepia,11.01,0.69,kg
Calamar pequeño limpio patagónico,6.00,0.3,kg
Tiras de potón del Pacífico,3.19,0.24,kg
Patas de pulpo cocido,9.95,0.25,kg
Trucha abierta en libro con cabeza,3.76,0.42,kg
Trucha abierta en libro sin cabeza y sin espina,3.76,0.42,kg
Trucha sin aletas,3.76,0.42,kg
Filetes de trucha Arco iris,3.60,0.226,kg
Lenguado sin cabeza y sin piel,3.50,0.13,kg
Lenguado sin limpiar,3.50,0.13,kg
Filete de rodaballo,8.25,0.25,kg
Tira de rodaballo,9.90,0.45,kg
Sardina sin limpiar,1.19,0.2,kg
Sardina limpia sin cabeza,1.19,0.2,kg
Morralla,787.05,,kg
Porciones de rape negro sin piel descongelado,12.16,0.38,kg
Emperador marinado,5.39,0.23,kg
Filetes de Gallineta descongelada,5.70,0.38,kg
Elaborado de merluza y gambón,3.50,0.24,kg
Merluza rebozada,3.75,0.23,kg
Nuggets de salmón rebozados,3.95,0.25,kg
Gambón empanado,4.95,0.2,kg
Anguila troceada,9.74,0.33,kg
Filetes de anchoa en aceite de girasol Hacendado,2.05,0.12,kg
Boquerones en vinagre Hacendado en aceite de girasol,1.65,0.08,kg
Boquerones al vinagre Hacendado en aceite de girasol,5.60,0.33,kg
Filetes de anchoa en aceite de oliva Hacendado,1.20,0.042,kg
Filetes de anchoa en aceite de oliva Hacendado,2.80,0.12,kg
Migas de bacalao desaladas Hacendado,6.50,0.285,kg
Migas de bacalao al estilo inglés Hacendado,2.80,0.08,kg
Filetes de sardina marinada Hacendado en aceite de oliva virgen extra,1.45,0.08,kg
Sucedáneo de caviar negro Ubago Caviartic,1.95,0.075,kg
Filetes de anchoa en aceite de oliva Hacendado,6.60,0.14,kg
Filetes de anchoa en aceite de oliva Hacendado,3.65,0.074,kg
Boquerones aliñados Hacendado,1.70,0.08,kg
Hoja de bacalao,14.72,0.8,kg
Salmón ahumado Hacendado,3.80,0.1,kg
Salmón ahumado Hacendado,10.80,0.3,kg
Bacalao ahumado Hacendado en aceite de girasol,3.45,0.11,kg
Salmón marinado Hacendado,3.50,0.08,kg
Filetes de sardina ahumada Hacendado en aceite de girasol,2.05,0.085,kg
Taquitos de salmón ahumado Hacendado,3.80,0.1,kg
Mojama de atún extra Hacendado lonchas,3.50,0.05,kg
"Bocaditos en salsa gato adulto Lechat Excellence con pollo, pavo y verduras",0.70,0.4,kg
"Bocaditos en salsa gato adulto Lechat Excellence con salmón, trucha  y verduras",0.70,0.4,kg
Mousse con lenguado y salmón gato adulto Delikuit,2.00,0.34,kg
Mousse con ternera y pollo gato adulto Delikuit,2.00,0.34,kg
Bocaditos en gelatina gato júnior Delikuit con pollo y pavo,2.50,0.8,kg
Bocaditos en gelatina gato adulto Delikuit,2.30,0.8,kg
Bocaditos en gelatina gato adulto Delikuit,2.30,0.8,kg
Gelatina gato adulto selección de aves Quartett,1.80,0.34,kg
Gelatina gato adulto selección de pescado Quartett,1.80,0.34,kg
Bocaditos en salsa gato adulto Delikuit esterilizado,2.75,0.8,kg
Paté gato júnior Delikuit con pollo y ternera,2.00,0.4,kg
Paté gato adulto Delikuit con pollo y ternera,2.00,0.4,kg
Paté gato adulto Delikuit con salmón y atún,2.00,0.4,kg
Paté gato adulto Delikuit con ternera,1.20,0.395,kg
"Comida gato júnior Compy con pollo, frutas y verduras",3.30,1.5,kg
"Comida gato adulto Compy con pollo, ternera, frutas y verduras",12.50,10.0,kg
"Comida gato adulto Compy con pollo, ternera, frutas y verduras",2.95,2.0,kg
"Comida gato adulto Compy con salmón, atún, frutas y verduras",13.50,10.0,kg
"Comida gato adulto Compy con salmón, atún, frutas y verduras",3.10,2.0,kg
"Comida gato esterilizado light Compy con pollo, frutas y verduras",3.40,1.5,kg
"Comida gato júnior Supreme Compy con pollo, frutas y verduras",3.30,0.8,kg
"Comida gato adulto Supreme Compy con pollo, frutas y verduras",5.30,1.5,kg
"Comida gato esterilizado light Supreme Compy con pollo fresco, frutas y verduras",5.30,1.5,kg
"Comida gato adulto Supreme Compy con salmón, frutas y verduras",5.30,1.5,kg
"Comida gato sénior Supreme Compy con pollo fresco, frutas y verduras",5.30,1.5,kg
Arena para gato antibacterias Nuske,1.40,5.0,kg
Arena para gato aglomerante Nuske perfumada,3.75,5.0,kg
Arena para gato de perlas sílice Single,3.55,4.0,l
Malta para gato Natura con queso,4.00,0.1,kg
Agua de colonia para perros y gatos Krislin,4.00,0.25,l
Champú perros y gatos con aloe vera Nuske efecto repelente,3.50,0.31,l
Snacks gato rellenos con salmón y malta Compy,1.10,0.07,kg
Snack gato aperitivo líquido Compy,1.60,0.12,kg
Snacks gato rellenos con pollo y malta Compy,1.10,0.07,kg
Snack gato barritas Compy de pollo e hígado,1.05,0.05,kg
Snack gato barritas Compy de salmón y trucha,1.05,0.05,kg
Snack gato crunchy con hierba gatera Compy cuidado de dientes,1.10,0.07,kg
Paté perro junior Delikuit con ternera y cordero,2.25,0.4,kg
"Paté perro adulto Delikuit con ternera, hígado y verduras",0.95,0.3,kg
Salchicha perro adulto Delikuit con pollo y arroz,1.90,1.0,kg
Paté perro adulto Delikuit con ternera y cordero,2.25,0.4,kg
"Trozos en salsa perro adulto Delikuit con ternera, pavo y verduras",0.95,0.3,kg
Paté perro adulto Delikuit con salmón y verduras,0.95,0.3,kg
Trozos en salsa perro adulto Delikuit con salmón y verduras,0.95,0.3,kg
Trozos en salsa para perros adultos Quartett con pollo y verduras,2.25,0.4,kg
"Bocaditos en salsa perro adulto Special Dog Excellence con ternera, hígado y verduras",1.50,1.23,kg
Bocaditos en salsa perro adulto Special Dog Excellence con salmón y verduras,1.50,1.23,kg
"Gelatina perros adultos Quartett con buey, pollo y verduras",2.25,0.4,kg
Paté perro adulto Delikuit con pollo,1.75,0.8,kg
"Comida perro júnior Compy con pollo, arroz, frutas y verduras",6.25,4.0,kg
"Comida perro adulto Compy con ternera, pollo, verduras y arroz",16.95,18.0,kg
"Comida perro adulto Compy con pollo, ternera, frutas y verduras",18.75,18.0,kg
"Comida perro adulto Compy con pollo, ternera, frutas y verduras",5.85,4.0,kg
"Comida perro adulto Compy con pollo, ternera, frutas y verduras",5.00,3.0,kg
Aritos perro adulto y sénior Compy,8.30,4.0,kg
Mini aritos perro adulto y sénior Compy,4.15,1.5,kg
Comida perro adulto Compy original,13.10,18.0,kg
"Comida perro sénior y adultos esterilizados Supreme Compy con pollo, frutas y verduras",6.25,4.0,kg
"Comida perro adulto Compy con salmón, atún, frutas y verduras",6.25,4.0,kg
Comida perro júnior Supreme Compy pollo fresco con frutas y verduras,9.50,3.0,kg
"Comida perro júnior Supreme Compy con pollo fresco, frutas y verduras",5.25,1.5,kg
"Comida perro sénior y adultos esterilizados Supreme Compy con pollo, frutas y verduras",9.50,3.0,kg
Comida perro sénior esterilizados Supreme Compy pollo fresco con frutas y verduras,5.25,1.5,kg
Comida perro adulto Supreme Compy salmón fresco con frutas y verduras,24.50,10.0,kg
Comida perro adulto Supreme Compy salmón fresco con frutas y verduras,9.50,3.0,kg
Comida perro adulto Supreme Compy salmón fresco con frutas y verduras,5.25,1.5,kg
Comida perro adulto Supreme Compy pollo fresco con frutas y verduras,24.50,10.0,kg
Comida perro adulto Supreme Compy pollo fresco con frutas y verduras,9.50,3.0,kg
Comida perro adulto Supreme Compy pollo fresco con frutas y verduras,5.25,1.5,kg
Ministick dental perro adulto Compy,2.20,0.25,kg
Stick dental perro adulto con menta Compy,1.75,0.208,kg
Huesos de cuero con pollo y zanahoria Compy perro adulto,1.75,0.12,kg
Hueso dental perro adulto sabor menta y perejil Compy,1.75,0.192,kg
Bolsas para residuos caninos Nuske Doggy bags,1.30,45.0,ud
Champú perros y gatos con aloe vera Nuske efecto repelente,3.50,0.31,l
Agua de colonia para perros y gatos Krislin,4.00,0.25,l
Snack palitos perro adulto con pollo y ternera Compy,1.10,0.2,kg
Snack corazones perro adulto Compy,1.65,0.35,kg
Snack tiras perro adulto Compy para todas las razas,1.10,0.2,kg
Snack barritas perro adulto de ternera y cordero Compy,1.05,0.088,kg
Snack barritas perro adulto de pollo e hígado Compy,1.05,0.088,kg
Snack galletas perro adulto con pollo y ternera Compy razas pequeñas y medianas,1.50,0.35,kg
Snack galletas perro adulto con pollo y ternera Compy razas medianas y grandes,1.95,0.7,kg
Alimento completo para periquitos Granzoo,1.90,1.0,kg
Barritas de fruta y miel para periquitos Natura,1.85,0.09,kg
Alimento completo para canarios y jilgueros Granzoo,1.88,1.0,kg
Barritas de fruta y miel para canarios Natura,1.85,0.09,kg
Alimento completo para loros y cotorras Granzoo,3.30,0.7,kg
Alimento completo para ninfa y agaporni Granzoo,1.85,0.8,kg
Alimento completo conejos enanos Granzoo,1.70,0.8,kg
Alimento completo para roedores Granzoo,1.90,0.7,kg
Berlina al cacao,1.55,0.24,kg
Berlina glacé,1.35,0.2,kg
Rosquillas al cacao,1.55,0.182,kg
12 Mini croissants de mantequilla,2.15,0.24,kg
6 Croissant rellenos de cacao,1.70,0.28,kg
Fartons,2.25,0.25,kg
Bizcocho de chocolate sin gluten y sin lactosa,3.10,0.3,kg
Bizcocho de chocolate,3.10,0.41,kg
Bizcocho con azúcar moreno y nueces,3.30,0.4,kg
Bizcocho de yogur Hacendado,3.35,0.8,kg
8 Magdalenas con azúcar,2.60,0.38,kg
Magdalenas con pepitas de chocolate,3.10,0.38,kg
Croissant de mantequilla 26%,0.55,0.05,kg
Trenza con nueces 4%,0.90,0.08,kg
Pastel de crema 65%,0.55,0.055,kg
Ensaimada,1.00,0.083,kg
Napolitana de chocolate 26%,0.85,0.1,kg
Caracola con pasas 10%,0.90,0.103,kg
Muffin chocolate 3%,1.40,0.12,kg
Suso relleno de crema 49%,1.65,0.153,kg
Surtido croissants rellenos de crema de cacao y crema con leche sabor a chocolate blanco,2.55,0.3,kg
Napolitana de crema 28%,0.95,0.1,kg
Berlina con cobertura y trozos de pistacho rellena de crema sabor pistacho,1.25,0.09,kg
12 Mini saladas,1.25,0.2,kg
6 Mini empanadillas de pisto,1.75,0.2,kg
Napolitana mixta,0.90,0.13,kg
Empanada de atún,3.60,0.5,kg
Empanada de atún grande,7.20,1.12,kg
Empanada rellena de pollo y setas con crema de queso,3.60,0.5,kg
Empanadilla de tomate 22%,1.40,0.12,kg
Empanadilla de espinacas 26%,1.40,0.12,kg
Empanadilla de guisantes 13%,1.40,0.1,kg
Empanadilla de pollo 10% y bechamel,1.30,0.098,kg
Empanadilla de atún 16%,1.30,0.125,kg
Magdalenas Hacendado,1.90,0.55,kg
Valencianas Hacendado,2.40,0.7,kg
Croissant Hacendado,1.85,0.43,kg
Croissant relleno de crema al cacao Hacendado,1.95,0.375,kg
Fartons tradicionales Polo,1.30,0.12,kg
Bollo con pepitas de chocolate Hacendado Choco Buns,1.65,0.25,kg
Ensaimadas Hacendado,1.70,0.35,kg
Pan de leche Hacendado,1.75,0.48,kg
Bocaditos bañados al cacao Hacendado,2.15,0.5,kg
Sobaos Hacendado,2.00,0.48,kg
Crepes rellenos de chocolate Hacendado,1.45,0.192,kg
Palmeritas Hacendado,1.45,0.27,kg
Gofres clásicos Hacendado,1.25,0.22,kg
Gofres con chocolate Hacendado,1.50,0.28,kg
Napolitanas con relleno de cacao Hacendado,1.80,0.37,kg
Rosegones pasta de almendras Hacendado,1.85,0.25,kg
Bizcochos Hacendado,1.75,0.3,kg
Bizcochos de huevo Hacendado,1.65,0.4,kg
Napolitanas con relleno sabor crema Hacendado,1.80,0.37,kg
Tortas de aceite Inés Rosales,2.10,0.18,kg
Tortas de aceite Inés Rosales sin azúcar,2.65,0.15,kg
Bizcocho de chocolate sin gluten Hacendado,2.20,0.2,kg
Magdalenas sin gluten Hacendado,2.55,0.21,kg
Magdalenas integrales 0% azúcares añadidos Hacendado,2.00,0.28,kg
Magdalenas al cacao Hacendado,2.00,0.35,kg
Mantecadas Hacendado,2.15,0.52,kg
Mini magdalenas con pepitas de chocolate con leche Hacendado,1.90,0.27,kg
Caña de hojaldre rellena de crema sabor vainilla Hacendado con cobertura de cacao,1.70,0.255,kg
Espiral al cacao Hacendado,0.35,0.064,kg
Bizcocho con baño de cacao Hacendado,0.37,0.068,kg
Rosquillas al cacao Hacendado,0.20,0.037,kg
Hojaldre cabello de Ángel Hacendado,0.55,0.1,kg
Caña de cacao Hacendado,0.55,0.1,kg
Rollo con sabor nata Hacendado,0.23,0.042,kg
Rollo con sabor avellana Hacendado,0.23,0.042,kg
Hojaldre relleno de crema Hacendado sin azúcar añadido,0.44,0.08,kg
Harina de trigo Hacendado,0.72,1.0,kg
Harina de trigo grande Hacendado,2.95,5.0,kg
Harina de fuerza Hacendado,0.95,1.0,kg
Preparado para bizcochos con impulsor incorporado Hacendado,1.05,1.0,kg
Harina de maíz blanco precocida Hacendado,1.65,1.0,kg
Harina fina de maíz Hacendado,1.20,0.4,kg
Harina integral de trigo Hacendado,0.84,1.0,kg
Preparado para pizzas Hacendado,1.45,1.0,kg
Harina de espelta Hacendado 100% integral,1.45,1.0,kg
Harina semolosa de trigo Hacendado especial para fritos,1.20,1.0,kg
Harina de arroz Hacendado,1.31,0.5,kg
Sémola de trigo Hacendado,1.60,0.5,kg
Preparado para repostería y panificación Hacendado,2.55,1.0,kg
Harina de garbanzo Hacendado,2.00,0.5,kg
Levadura fresca Levital,0.50,0.05,kg
Chocolate negro fundir Hacendado,2.40,0.2,kg
Impulsor gasificante en polvo Royal uso alimentario,2.25,0.08,kg
Impulsor gasificante repostería Hacendado para uso alimentario,0.70,0.09,kg
Gasificante repostería casera Hacendado,0.70,0.044,kg
Gelatina neutra en láminas Hacendado,1.00,0.02,kg
Preparado en polvo cuajada azucarada Royal sabor lácteo,1.45,0.048,kg
Preparado en polvo flan Royal,1.80,0.186,kg
Gotas de chocolate negro para fundir Hacendado,2.75,0.25,kg
Preparado en polvo flan Hacendado,1.40,0.19,kg
Chocolate blanco fundir Hacendado,2.25,0.2,kg
Preparado en polvo flanes y natillas Maizena Potax,1.75,0.192,kg
Aroma de vainilla Hacendado,2.00,0.15,l
Preparado en polvo natillas Hacendado,1.40,0.089,kg
Preparado en polvo para crepes Hacendado,2.00,0.2,kg
Preparado en polvo gelatina fresa Hacendado,1.50,0.17,kg
Preparado en polvo gelatina arándano Hacendado 0% azúcar,2.00,0.031,kg
Chocolate negro 70% cacao fundir Hacendado 0% azúcares añadidos,3.40,0.2,kg
Chocolate con leche fundir Hacendado,2.40,0.2,kg
Levadura de panadería Hacendado,1.55,0.07,kg
Masa fresca hojaldre Hacendado,2.40,0.52,kg
Masa para empanadillas y postres Buitoni,1.20,0.16,kg
Masa fresca Hacendado hojaldre con mantequilla,3.20,0.52,kg
Masa fresca quebrada brisa Hacendado,2.20,0.46,kg
Masa fresca empanada Hacendado,2.40,0.46,kg
Masa de hojaldre sin gluten Hacendado,2.80,0.28,kg
Masa filo,2.00,0.25,kg
Masa gruesa para empanadas Buitoni estilo Argentino,2.30,0.35,kg
3 Barras de pan,1.19,0.75,kg
Barra de pan,0.50,0.25,kg
3 Barras de pan aceite de oliva,1.51,0.6,kg
Barra pan de aceite de oliva,0.57,0.2,kg
Baguette,0.57,0.25,kg
Barra de pan campesina masa madre,0.65,0.25,kg
Baguette sin gluten,2.03,0.175,kg
Barra pan de agua,0.94,0.24,kg
Pan campeón del mundo,1.99,0.75,kg
Pan integral trigo 100%,1.50,0.35,kg
Hogaza de centeno 50%,1.70,0.5,kg
Barra pan de pueblo,1.58,0.8,kg
Barra de pan espiga,1.04,0.4,kg
Panecillo de queso 18%,0.47,0.085,kg
4 Panes chapata de cristal,1.30,0.284,kg
Pan mini semillas,0.33,0.09,kg
5 Barras de pan 51% integral,1.36,0.625,kg
Panecillo harina integral 50% de trigo sin sal añadida,0.33,0.08,kg
6 Panes de leche 3%,1.51,0.48,kg
6 Panes pulguitas sin aditivos,1.04,0.24,kg
Panecillo de trigo integral 30%,0.37,0.07,kg
6 Panes de centeno 51%,1.47,0.47,kg
11 Panecillos,1.14,0.495,kg
Pan Viena,0.38,0.08,kg
Pan Bretzel,0.85,0.095,kg
6 Panecillos integrales 100%,0.99,0.27,kg
2 Panes integrales 100% fino,1.40,0.165,kg
Panecillo sin sal añadida,0.42,0.085,kg
4 Panes de cristal redondos cortados 100 % natural,1.84,0.24,kg
3 Bocadillos,1.04,0.39,kg
Pan campeón del mundo rebanado,1.99,0.75,kg
Pan integral de trigo 100% rebanado,1.50,0.35,kg
3 Barras de pan rebanadas,1.19,0.75,kg
Barra de pan rebanada,0.50,0.25,kg
3 Barras de pan aceite de oliva rebanadas,1.51,0.6,kg
Barra pan de aceite de oliva rebanada,0.57,0.2,kg
Barra de pan campesina masa madre rebanada,0.65,0.25,kg
Barra pan de agua rebanada,0.94,0.24,kg
Hogaza de centeno 50% rebanado,1.70,0.5,kg
Barra pan de pueblo rebanada,1.58,0.8,kg
Barra de pan espiga rebanado,1.04,0.4,kg
Pan de molde blanco sin corteza Hacendado,1.13,0.45,kg
Pan de molde blanco familiar Hacendado,1.18,0.82,kg
Pan de molde blanco Hacendado,0.80,0.46,kg
Pan de molde 100% integral familiar Hacendado,1.18,0.82,kg
Pan de molde 100% integral Hacendado,0.90,0.46,kg
Pan de molde 100% integral sin corteza Hacendado,1.23,0.45,kg
Pan de molde blanco natural rústico Hacendado,1.51,0.55,kg
Pan de molde blanco rebanada gruesa Hacendado,1.70,0.82,kg
Pan de molde cereales sin gluten Hacendado,2.74,0.47,kg
Pan de molde sin gluten blanco Hacendado,2.74,0.5,kg
Pan 5 semillas,1.50,0.5,kg
Barra de pan tradicional,1.28,0.7,kg
Pan de molde espelta 100% integral Hacendado,1.37,0.4,kg
Pan de molde con 35% avena Hacendado 0% azúcares añadidos con harina 100% integral,1.37,0.46,kg
Pan de molde semillas y pipas de calabaza Hacendado,1.65,0.58,kg
Pan de molde con 55% centeno Hacendado,1.47,0.72,kg
Pan de molde 12 cereales y semillas Hacendado,1.61,0.68,kg
Hogaza sin gluten,2.96,0.3,kg
Pan Brioche Hacendado,2.35,0.4,kg
Pan Bagel Hacendado,1.42,0.3,kg
Pan redondo sin gluten Hacendado,1.93,0.16,kg
"Media Hogaza integral de avena, semillas de girasol y sésamo rebanado",0.95,0.35,kg
Tortillas de trigo Hacendado,1.13,0.36,kg
Pan hot dog Hacendado,0.90,0.33,kg
Pan maxi hamburguesa Hacendado,0.85,0.3,kg
Tortillas de trigo integrales Hacendado,1.56,0.36,kg
Pan de hamburguesa Brioche Hacendado,1.10,0.15,kg
Maxi tortillas de trigo Hacendado,1.51,0.36,kg
Pan de Pita Original precocido,1.56,0.4,kg
Pan de hamburguesa Hacendado,0.95,0.22,kg
Mini tortillas de trigo Hacendado,1.65,0.3,kg
Piadinas pan estilo italiano Hacendado,1.99,0.32,kg
Pan Mini bocados Hacendado,1.20,0.165,kg
Pan de hamburguesa Hacendado Rústico 100% integral,1.18,0.33,kg
Tortillas de avena 51% Hacendado,1.84,0.36,kg
Tortillas de maíz Hacendado,1.84,0.208,kg
Pan tostado classic Hacendado,1.70,0.55,kg
Pan tostado cereales y semillas Hacendado,2.22,0.55,kg
Pan tostado pasas Hacendado,1.13,0.12,kg
Pan tostado 100% espelta integral Hacendado,1.47,0.25,kg
Panecillo tostado classic Hacendado,1.13,0.3,kg
Mini tostadas de trigo Minigrill extra finas,1.32,0.1,kg
Pan tostado 100% integral,1.80,0.55,kg
Mini biscotes de trigo Minigrill,0.76,0.12,kg
Panecillos tostados cereales y semillas Hacendado,1.28,0.25,kg
Panecillo tostado 100% integral de trigo Hacendado,1.13,0.3,kg
Pan tostado 100% integral bajo en sal y en azúcares Hacendado,2.17,0.54,kg
Pan tostado vitalité Wasa,2.46,0.28,kg
Pan tostado con tomate Hacendado,1.28,0.17,kg
Pan tostado con ajo y perejil Hacendado,1.28,0.17,kg
Tortas cenceñas para gazpacho manchego Ruiz,0.65,0.175,kg
Pan rallado Hacendado,0.85,0.75,kg
Pan rallado con ajo y perejil Hacendado,1.00,0.5,kg
Pan rallado casero Hacendado,1.00,0.5,kg
Pan rallado sin gluten Hacendado,2.00,0.35,kg
Preparado crujiente Hacendado,1.60,0.4,kg
Crackers integrales de espelta Bachman,1.65,0.24,kg
Pan de fibra y sésamo Hacendado,1.13,0.25,kg
Galletas saladas salpicks Galbusera,1.90,0.4,kg
Crackers 30% integral,1.84,0.5,kg
Crackers con sal,1.84,0.5,kg
Crackers sin gluten Hacendado con romero,1.70,0.2,kg
Tostadas sin gluten Hacendado,1.45,0.1,kg
Picos saladitos Hacendado,1.13,0.25,kg
Picos 100% integrales Hacendado,0.80,0.25,kg
Picos Hacendado,0.80,0.25,kg
Regañá Hacendado,1.04,0.25,kg
Piquitos bajos en sal Hacendado con orégano y tomillo,1.23,0.25,kg
Grissini palitos de pan con sésamo Hacendado,1.42,0.2,kg
Grissini palitos de pan Hacendado,1.65,0.25,kg
Picos sin gluten Hacendado,1.42,0.1,kg
Picos camperos de Jerez Hacendado,0.99,0.25,kg
Piquitos con salvado San Roque,0.90,0.142,kg
Rosquilletas tradicionales Hacendado,1.04,0.16,kg
Rosquilletas de horno saladitas Anitin,1.37,0.154,kg
Palitos de pan con pipas Anitin,1.32,0.166,kg
Rosquilletas de horno Anitin,1.37,0.154,kg
Palitos de pan con cacahuete Anitin,1.32,0.166,kg
Palitos con frutos secos Hacendado,1.04,0.13,kg
Palitos de pan 100% trigo espelta integral Anitin,1.32,0.15,kg
Palitos de pan con chocolate Anitin,1.42,0.172,kg
Palitos de pan con queso Anitin,1.32,0.142,kg
Palitos de pan con aceitunas Hacendado,1.18,0.128,kg
Panes especiales con tomate y orégano Hacendado,0.85,0.08,kg
Panes especiales sabor pizza con queso Hacendado,0.85,0.08,kg
Panes especiales pipas calabaza Hacendado,0.85,0.08,kg
Panes especiales sabor fuet Hacendado,0.85,0.08,kg
Picatostes fritos Hacendado,0.80,0.1,kg
Picatostes fritos con ajo Hacendado,0.80,0.1,kg
